Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId,CustomerPriority__c,SLA__c,Active__c,NumberofLocations__c,UpsellOpportunity__c,SLASerialNumber__c,SLAExpirationDate__c,,PrimaryContact__c,Sector__c,Tier__c
70387,,,First Up Consultants pte.Ltd 9,Account,6009,,,,,,,,,,,,,,,,,,,,firstupconsultants_pte.ltd_9.com,,,Technology,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5106,IT Services,Tier 1
70388,,,Fourth Coffee Corp 7,Account,6010,,,,,,,,,,,,,,,,,,,,fourthcoffee_corp_7.com,,,Technology,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5064,IT Services,Tier 3
70389,,,Fourth Coffee Inc 7,Account,6010,,,,,,,,,,,,,,,,,,,,fourthcoffee_inc_7.com,,,Technology,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035,IT Services,Tier 1
70390,,,Graphic Design Institute pte.Ltd 3,Account,6011,,,,,,,,,,,,,,,,,,,,graphicdesigninstitute_pte.ltd_3.com,,,Technology,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5158,IT Services,Tier 3
70391,,,Humongous Insurance pte.Ltd 4,Account,6012,,,,,,,,,,,,,,,,,,,,humongousinsurance_pte.ltd_4.com,,,Technology,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5134,IT Services,Tier 1
70392,,,Humongous Insurance pte.Ltd 8,Account,6012,,,,,,,,,,,,,,,,,,,,humongousinsurance_pte.ltd_8.com,,,Technology,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5095,IT Services,Tier 2
70393,,,Lamna Healthcare Company Corp 3,Account,6013,,,,,,,,,,,,,,,,,,,,lamnahealthcare_corp_3.com,,,Technology,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5087,IT Services,Tier 1
70394,,,Liberty's Delightful Sinful Bakery & Cafe Corp 1,Account,6014,,,,,,,,,,,,,,,,,,,,libertysdelightfulsinfulbakeryandcafe_corp_1.com,,,Technology,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5105,IT Services,Tier 1
70395,,,Liberty's Delightful Sinful Bakery & Cafe Inc 7,Account,6014,,,,,,,,,,,,,,,,,,,,libertysdelightfulsinfulbakeryandcafe_inc_7.com,,,Technology,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5004,IT Services,Tier 1
70396,,,Liberty's Delightful Sinful Bakery & Cafe pte.Ltd 0,Account,6014,,,,,,,,,,,,,,,,,,,,libertysdelightfulsinfulbakeryandcafe_pte.ltd_0.com,,,Technology,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5140,IT Services,Tier 1
70397,,,Lucerne Publishing Corp 2,Account,6015,,,,,,,,,,,,,,,,,,,,lucernepublishing_corp_2.com,,,Technology,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5061,IT Services,Tier 1
70398,,,Lucerne Publishing Inc 8,Account,6015,,,,,,,,,,,,,,,,,,,,lucernepublishing_inc_8.com,,,Technology,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5172,IT Services,Tier 2
70399,,,Lucerne Publishing pte.Ltd 8,Account,6015,,,,,,,,,,,,,,,,,,,,lucernepublishing_pte.ltd_8.com,,,Technology,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5090,IT Services,Tier 1
70400,,,Margie's Travel Ltd 3,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_ltd_3.com,,,Technology,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5145,IT Services,Tier 1
70401,,,Margie's Travel Ltd 8,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_ltd_8.com,,,Technology,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5085,IT Services,Tier 3
70402,,,Margie's Travel Inc 0,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_inc_0.com,,,Technology,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5046,IT Services,Tier 1
70403,,,Margie's Travel pte.Ltd 5,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_pte.ltd_5.com,,,Technology,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5062,IT Services,Tier 1
70404,,,Munson's Pickles and Preserves Farm Ltd 1,Account,6017,,,,,,,,,,,,,,,,,,,,munsonspicklesandpreservesfarm_ltd_1.com,,,Technology,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5048,IT Services,Tier 3
70405,,,Munson's Pickles and Preserves Farm Corp 1,Account,6017,,,,,,,,,,,,,,,,,,,,munsonspicklesandpreservesfarm_corp_1.com,,,Technology,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5121,IT Services,Tier 1
70406,,,Munson's Pickles and Preserves Farm pte.Ltd 2,Account,6017,,,,,,,,,,,,,,,,,,,,munsonspicklesandpreservesfarm_pte.ltd_2.com,,,Technology,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5060,IT Services,Tier 1
70407,,,Munson's Pickles and Preserves Farm pte.Ltd 5,Account,6017,,,,,,,,,,,,,,,,,,,,munsonspicklesandpreservesfarm_pte.ltd_5.com,,,Technology,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5053,IT Services,Tier 2
70408,,,Nod Publishers Inc 0,Account,6018,,,,,,,,,,,,,,,,,,,,nodpublishers_inc_0.com,,,Technology,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5018,IT Services,Tier 3
70409,,,Northwind Traders Ltd 0,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_ltd_0.com,,,Technology,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5117,IT Services,Tier 2
70410,,,Northwind Traders Corp 0,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_corp_0.com,,,Technology,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5012,IT Services,Tier 3
70411,,,Northwind Traders Corp 3,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_corp_3.com,,,Technology,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5136,IT Services,Tier 2
70412,,,Northwind Traders Corp 8,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_corp_8.com,,,Technology,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5021,IT Services,Tier 3
70413,,,Northwind Traders pte.Ltd 0,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_pte.ltd_0.com,,,Technology,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5158,IT Services,Tier 3
70414,,,Northwind Traders pte.Ltd 8,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_pte.ltd_8.com,,,Technology,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5149,IT Services,Tier 2
70415,,,"Proseware, Inc. Ltd 1",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_ltd_1.com,,,Technology,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5092,IT Services,Tier 1
70416,,,"Proseware, Inc. Corp 3",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_corp_3.com,,,Technology,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5066,IT Services,Tier 2
70417,,,"Proseware, Inc. Corp 4",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_corp_4.com,,,Technology,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5111,IT Services,Tier 1
70418,,,"Proseware, Inc. Inc 3",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_inc_3.com,,,Technology,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5141,IT Services,Tier 3
70419,,,"Proseware, Inc. pte.Ltd 4",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_pte.ltd_4.com,,,Technology,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5109,IT Services,Tier 2
70420,,,Southridge Video Ltd 8,Account,6022,,,,,,,,,,,,,,,,,,,,southridgevideo_ltd_8.com,,,Technology,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5093,IT Services,Tier 1
70421,,,Southridge Video Corp 5,Account,6022,,,,,,,,,,,,,,,,,,,,southridgevideo_corp_5.com,,,Technology,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5017,IT Services,Tier 2
70422,,,Southridge Video pte.Ltd 9,Account,6022,,,,,,,,,,,,,,,,,,,,southridgevideo_pte.ltd_9.com,,,Technology,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5041,IT Services,Tier 3
70423,,,Tailspin Toys Ltd 8,Account,6023,,,,,,,,,,,,,,,,,,,,tailspintoys_ltd_8.com,,,Technology,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5173,IT Services,Tier 1
70424,,,Tailspin Toys Inc 0,Account,6023,,,,,,,,,,,,,,,,,,,,tailspintoys_inc_0.com,,,Technology,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035,IT Services,Tier 2
70425,,,Tailspin Toys pte.Ltd 4,Account,6023,,,,,,,,,,,,,,,,,,,,tailspintoys_pte.ltd_4.com,,,Technology,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5137,IT Services,Tier 2
70426,,,Tailwind Traders Inc 2,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_inc_2.com,,,Technology,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5022,IT Services,Tier 2
70427,,,Tailwind Traders Inc 3,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_inc_3.com,,,Technology,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5164,IT Services,Tier 2
70428,,,The Phone Company LLC 3,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_llc_3.com,,,Technology,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5023,IT Services,Tier 2
70429,,,The Phone Company Inc 1,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_inc_1.com,,,Technology,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5030,IT Services,Tier 1
70430,,,The Phone Company Inc 9,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_inc_9.com,,,Technology,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5161,IT Services,Tier 1
70431,,,The Phone Company pte.Ltd 3,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_pte.ltd_3.com,,,Technology,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5140,IT Services,Tier 2
70432,,,"VanArsdel, Ltd. pte.Ltd 1",Account,6026,,,,,,,,,,,,,,,,,,,,vanarsdelltd_pte.ltd_1.com,,,Technology,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024,IT Services,Tier 2
70433,,,Wide World Importers pte.Ltd 5,Account,6027,,,,,,,,,,,,,,,,,,,,wideworldimporters_pte.ltd_5.com,,,Technology,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5125,IT Services,Tier 3
70434,,,Wingtip Toys Corp 4,Account,6028,,,,,,,,,,,,,,,,,,,,wingtiptoys_corp_4.com,,,Technology,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5095,IT Services,Tier 2
70435,,,Adatum Corporation Ltd 8,Account,6000,,,,,,,,,,,,,,,,,,,,adatum_ltd_8.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5136,Brokerage,Tier 1
70436,,,Adatum Corporation LLC 9,Account,6000,,,,,,,,,,,,,,,,,,,,adatum_llc_9.com,,,Financial Services,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5087,Brokerage,Tier 2
70437,,,Adatum Corporation Inc 0,Account,6000,,,,,,,,,,,,,,,,,,,,adatum_inc_0.com,,,Financial Services,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5165,Brokerage,Tier 3
70438,,,Adatum Corporation Inc 6,Account,6000,,,,,,,,,,,,,,,,,,,,adatum_inc_6.com,,,Financial Services,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5076,Brokerage,Tier 3
70439,,,Adatum Corporation pte.Ltd 0,Account,6000,,,,,,,,,,,,,,,,,,,,adatum_pte.ltd_0.com,,,Financial Services,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5102,Brokerage,Tier 1
70440,,,Adventure Works Cycles LLC 1,Account,6001,,,,,,,,,,,,,,,,,,,,adventure-works_llc_1.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5059,Brokerage,Tier 2
70441,,,Alpine Ski House LLC 9,Account,6002,,,,,,,,,,,,,,,,,,,,alpineskihouse_llc_9.com,,,Financial Services,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5156,Brokerage,Tier 1
70442,,,Alpine Ski House Inc 1,Account,6002,,,,,,,,,,,,,,,,,,,,alpineskihouse_inc_1.com,,,Financial Services,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5164,Brokerage,Tier 3
70443,,,Alpine Ski House pte.Ltd 0,Account,6002,,,,,,,,,,,,,,,,,,,,alpineskihouse_pte.ltd_0.com,,,Financial Services,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5073,Brokerage,Tier 1
70444,,,Bellows College Corp 5,Account,6003,,,,,,,,,,,,,,,,,,,,bellowscollege_corp_5.com,,,Financial Services,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5075,Brokerage,Tier 2
70445,,,Best For You Organics Company LLC 0,Account,6004,,,,,,,,,,,,,,,,,,,,bestforyouorganics_llc_0.com,,,Financial Services,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120,Brokerage,Tier 2
70446,,,Best For You Organics Company LLC 1,Account,6004,,,,,,,,,,,,,,,,,,,,bestforyouorganics_llc_1.com,,,Financial Services,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035,Brokerage,Tier 3
70447,,,Best For You Organics Company Inc 5,Account,6004,,,,,,,,,,,,,,,,,,,,bestforyouorganics_inc_5.com,,,Financial Services,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5066,Brokerage,Tier 2
70448,,,Consolidated Messenger Ltd 3,Account,6006,,,,,,,,,,,,,,,,,,,,consolidatedmessenger_ltd_3.com,,,Financial Services,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5165,Brokerage,Tier 1
70449,,,"Fabrikam, Inc. LLC 3",Account,6007,,,,,,,,,,,,,,,,,,,,fabrikam_llc_3.com,,,Financial Services,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5102,Brokerage,Tier 2
70450,,,"Fabrikam, Inc. LLC 7",Account,6007,,,,,,,,,,,,,,,,,,,,fabrikam_llc_7.com,,,Financial Services,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5125,Brokerage,Tier 3
70451,,,"Fabrikam, Inc. Inc 8",Account,6007,,,,,,,,,,,,,,,,,,,,fabrikam_inc_8.com,,,Financial Services,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5054,Brokerage,Tier 1
70452,,,Fabrikam Residences Ltd 8,Account,6008,,,,,,,,,,,,,,,,,,,,fabrikamresidences_ltd_8.com,,,Financial Services,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5124,Brokerage,Tier 1
70453,,,Fabrikam Residences Ltd 9,Account,6008,,,,,,,,,,,,,,,,,,,,fabrikamresidences_ltd_9.com,,,Financial Services,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011,Brokerage,Tier 1
70454,,,Fabrikam Residences LLC 3,Account,6008,,,,,,,,,,,,,,,,,,,,fabrikamresidences_llc_3.com,,,Financial Services,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5054,Brokerage,Tier 2
70455,,,Fabrikam Residences Inc 5,Account,6008,,,,,,,,,,,,,,,,,,,,fabrikamresidences_inc_5.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5137,Brokerage,Tier 1
70456,,,Fabrikam Residences pte.Ltd 2,Account,6008,,,,,,,,,,,,,,,,,,,,fabrikamresidences_pte.ltd_2.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5150,Brokerage,Tier 1
70457,,,First Up Consultants Ltd 3,Account,6009,,,,,,,,,,,,,,,,,,,,firstupconsultants_ltd_3.com,,,Financial Services,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5062,Brokerage,Tier 1
70458,,,First Up Consultants Corp 5,Account,6009,,,,,,,,,,,,,,,,,,,,firstupconsultants_corp_5.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5043,Brokerage,Tier 3
70459,,,First Up Consultants Inc 8,Account,6009,,,,,,,,,,,,,,,,,,,,firstupconsultants_inc_8.com,,,Financial Services,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5119,Brokerage,Tier 1
70460,,,Fourth Coffee Corp 4,Account,6010,,,,,,,,,,,,,,,,,,,,fourthcoffee_corp_4.com,,,Financial Services,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037,Brokerage,Tier 3
70461,,,Fourth Coffee LLC 0,Account,6010,,,,,,,,,,,,,,,,,,,,fourthcoffee_llc_0.com,,,Financial Services,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5054,Brokerage,Tier 3
70462,,,Graphic Design Institute Ltd 5,Account,6011,,,,,,,,,,,,,,,,,,,,graphicdesigninstitute_ltd_5.com,,,Financial Services,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5098,Brokerage,Tier 1
70463,,,Graphic Design Institute Ltd 7,Account,6011,,,,,,,,,,,,,,,,,,,,graphicdesigninstitute_ltd_7.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5032,Brokerage,Tier 3
70464,,,Graphic Design Institute Inc 2,Account,6011,,,,,,,,,,,,,,,,,,,,graphicdesigninstitute_inc_2.com,,,Financial Services,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120,Brokerage,Tier 3
70465,,,Graphic Design Institute pte.Ltd 8,Account,6011,,,,,,,,,,,,,,,,,,,,graphicdesigninstitute_pte.ltd_8.com,,,Financial Services,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5134,Brokerage,Tier 1
70466,,,Graphic Design Institute pte.Ltd 9,Account,6011,,,,,,,,,,,,,,,,,,,,graphicdesigninstitute_pte.ltd_9.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5073,Brokerage,Tier 1
70467,,,Lamna Healthcare Company LLC 8,Account,6013,,,,,,,,,,,,,,,,,,,,lamnahealthcare_llc_8.com,,,Financial Services,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5036,Brokerage,Tier 3
70468,,,Lamna Healthcare Company pte.Ltd 1,Account,6013,,,,,,,,,,,,,,,,,,,,lamnahealthcare_pte.ltd_1.com,,,Financial Services,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5052,Brokerage,Tier 2
70469,,,Lamna Healthcare Company pte.Ltd 2,Account,6013,,,,,,,,,,,,,,,,,,,,lamnahealthcare_pte.ltd_2.com,,,Financial Services,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5084,Brokerage,Tier 1
70470,,,Liberty's Delightful Sinful Bakery & Cafe Ltd 5,Account,6014,,,,,,,,,,,,,,,,,,,,libertysdelightfulsinfulbakeryandcafe_ltd_5.com,,,Financial Services,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5003,Brokerage,Tier 2
70471,,,Liberty's Delightful Sinful Bakery & Cafe LLC 1,Account,6014,,,,,,,,,,,,,,,,,,,,libertysdelightfulsinfulbakeryandcafe_llc_1.com,,,Financial Services,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5096,Brokerage,Tier 2
70472,,,Liberty's Delightful Sinful Bakery & Cafe LLC 3,Account,6014,,,,,,,,,,,,,,,,,,,,libertysdelightfulsinfulbakeryandcafe_llc_3.com,,,Financial Services,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5108,Brokerage,Tier 1
70473,,,Lucerne Publishing Inc 0,Account,6015,,,,,,,,,,,,,,,,,,,,lucernepublishing_inc_0.com,,,Financial Services,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5006,Brokerage,Tier 3
70474,,,Lucerne Publishing Inc 7,Account,6015,,,,,,,,,,,,,,,,,,,,lucernepublishing_inc_7.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5142,Brokerage,Tier 3
70475,,,Margie's Travel Corp 1,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_corp_1.com,,,Financial Services,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5134,Brokerage,Tier 2
70476,,,Margie's Travel Inc 2,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_inc_2.com,,,Financial Services,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5105,Brokerage,Tier 2
70477,,,Margie's Travel pte.Ltd 4,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_pte.ltd_4.com,,,Financial Services,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5085,Brokerage,Tier 1
70478,,,Margie's Travel pte.Ltd 9,Account,6016,,,,,,,,,,,,,,,,,,,,margiestravel_pte.ltd_9.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5012,Brokerage,Tier 1
70479,,,Nod Publishers LLC 8,Account,6018,,,,,,,,,,,,,,,,,,,,nodpublishers_llc_8.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5019,Brokerage,Tier 3
70480,,,Nod Publishers Inc 8,Account,6018,,,,,,,,,,,,,,,,,,,,nodpublishers_inc_8.com,,,Financial Services,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5030,Brokerage,Tier 2
70481,,,Northwind Traders Ltd 9,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_ltd_9.com,,,Financial Services,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5022,Brokerage,Tier 3
70482,,,Northwind Traders Corp 1,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_corp_1.com,,,Financial Services,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5133,Brokerage,Tier 1
70483,,,Northwind Traders Inc 9,Account,6019,,,,,,,,,,,,,,,,,,,,northwindtraders_inc_9.com,,,Financial Services,950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5066,Brokerage,Tier 1
70484,,,"Proseware, Inc. Corp 2",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_corp_2.com,,,Financial Services,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5147,Brokerage,Tier 2
70485,,,"Proseware, Inc. Inc 1",Account,6020,,,,,,,,,,,,,,,,,,,,proseware_inc_1.com,,,Financial Services,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5022,Brokerage,Tier 3
70486,,,Relecloud Ltd 4,Account,6021,,,,,,,,,,,,,,,,,,,,relecloud_ltd_4.com,,,Financial Services,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5007,Brokerage,Tier 2
70487,,,Relecloud Corp 3,Account,6021,,,,,,,,,,,,,,,,,,,,relecloud_corp_3.com,,,Financial Services,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5147,Brokerage,Tier 1
70488,,,Southridge Video Corp 3,Account,6022,,,,,,,,,,,,,,,,,,,,southridgevideo_corp_3.com,,,Financial Services,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5157,Brokerage,Tier 3
70489,,,Southridge Video Corp 8,Account,6022,,,,,,,,,,,,,,,,,,,,southridgevideo_corp_8.com,,,Financial Services,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5086,Brokerage,Tier 2
70490,,,Tailspin Toys LLC 4,Account,6023,,,,,,,,,,,,,,,,,,,,tailspintoys_llc_4.com,,,Financial Services,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120,Brokerage,Tier 1
70491,,,Tailspin Toys LLC 7,Account,6023,,,,,,,,,,,,,,,,,,,,tailspintoys_llc_7.com,,,Financial Services,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5010,Brokerage,Tier 1
70492,,,Tailspin Toys LLC 8,Account,6023,,,,,,,,,,,,,,,,,,,,tailspintoys_llc_8.com,,,Financial Services,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5026,Brokerage,Tier 1
70493,,,Tailwind Traders Ltd 4,Account,6024,,,,,,,,,,,,,,,,,,,,tailwindtraders_ltd_4.com,,,Financial Services,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5134,Brokerage,Tier 3
70494,,,The Phone Company Inc 5,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_inc_5.com,,,Financial Services,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5099,Brokerage,Tier 1
70495,,,The Phone Company pte.Ltd 6,Account,6025,,,,,,,,,,,,,,,,,,,,thephone-company_pte.ltd_6.com,,,Financial Services,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083,Brokerage,Tier 1
70496,,,"VanArsdel, Ltd. Ltd 3",Account,6026,,,,,,,,,,,,,,,,,,,,vanarsdelltd_ltd_3.com,,,Financial Services,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5006,Brokerage,Tier 1
